GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
105936,P,LU,85863,16029,1998-03-27,E,COLUMBIA SPORTSWEAR CO,COLM
106368,P,LU,85870,16018,1998-03-19,2001-09-25,EXODUS COMMUNICATIONS INC,3EXDSQ
106900,P,LC,85879,16021,1998-03-24,2006-10-31,INTERNET SECURITY SYSTEMS,ISSX
109683,P,LC,85994,16060,1998-04-20,2016-07-29,FIRST NIAGARA FINANCIAL GRP,FNFG
109826,P,LU,85992,16065,1998-04-23,E,MANHATTAN ASSOCIATES INC,MANH
110039,P,LU,86047,16080,1998-05-01,E,AMKOR TECHNOLOGY INC,AMKR
110533,P,LU,86034,34759,1998-05-12,2013-04-30,SAUER-DANFOSS INC,SHS
110685,P,LC,86021,34746,1998-05-19,2019-06-30,L3 TECHNOLOGIES INC,LLL.1
110728,P,LC,86083,16119,1998-05-20,E,INTERPACE BIOSCIENCES INC,IDXG
110732,P,LC,86097,16123,1998-05-26,2016-05-31,WASTE CONNECTIONS INC,WCN
111064,P,LU,86196,16133,1998-06-02,2019-05-31,ULTIMATE SOFTWARE GROUP INC,ULTI.1
111488,P,LU,86173,16141,1998-06-10,2003-03-31,INKTOMI CORP,INKT.1
111534,P,LC,86211,16149,1998-06-11,E,STRATEGY INC,MSTR
111631,P,LC,93240,53338,2010-02-01,2013-04-30,DEX MEDIA INC,DXMMQ
111631,P,LC,86109,34769,1998-06-19,2008-12-31,DEX MEDIA INC,DXMMQ
111662,P,LC,86150,16158,1998-06-17,2017-12-15,BEBE STORES INC,BDST
111864,P,LU,86158,16167,1998-06-19,E,COGNIZANT TECH SOLUTIONS,CTSH
111873,P,LC,13687,54265,2012-11-02,E,RH,RH
111961,P,LU,86249,16232,1998-07-28,2013-06-06,CENTRAL EUROPEAN DIST CORP,CEDCQ
112033,P,LC,86176,16179,1998-06-25,2011-02-28,KING PHARMACEUTICALS INC,KG.1
112111,P,LU,86288,16188,1998-07-01,E,COSTAR GROUP INC,CSGP
112168,P,LC,86228,34838,1998-07-01,E,REPUBLIC SERVICES INC,RSG
112178,P,LU,86235,16195,1998-07-02,2006-03-31,ABGENIX INC,ABGX
112179,P,LC,86238,16190,1998-07-01,2003-05-23,ALLEGIANCE TELECOM INC,3ALGXQ
112366,P,LC,87131,16201,1998-07-08,2013-07-31,KNIGHT CAPITAL GROUP INC,KCG.1
112754,P,LC,88516,38417,2000-08-15,2016-01-29,DYAX CORP,DYAX
112759,P,LC,86233,34843,2014-10-01,E,CENTRUS ENERGY CORP,LEU
112759,J,LC,86233,34843,2014-09-30,2014-09-30,CENTRUS ENERGY CORP,LEU
112759,C,LC,86233,34843,2014-09-01,2014-09-29,CENTRUS ENERGY CORP,LEU
112759,P,LC,86233,34843,1998-07-23,2014-08-31,CENTRUS ENERGY CORP,LEU
113362,P,LU,86322,16257,1998-08-11,2015-02-27,DIGITAL RIVER INC,DRIV.1
113419,P,LC,86305,34849,1998-08-13,2018-10-04,CONVERGYS CORP,CVG
113490,P,LC,86339,16268,1998-08-18,E,CROWN CASTLE INC,CCI
114303,P,LC,87029,22281,1999-08-16,2002-08-30,CONOCO INC,COC1
114484,P,LC,90733,16283,2005-06-29,2014-03-31,LEAP WIRELESS INTL INC,LEAP.5
114524,P,LU,86356,16285,1998-09-24,E,EBAY INC,EBAY
114628,P,LU,86868,35048,1999-05-04,E,GOLDMAN SACHS GROUP INC,GS
114777,P,LU,86448,34954,1998-12-31,2002-10-31,PENNZOIL-QUAKER STATE CO,PZL
115404,P,LC,90914,47452,2009-10-24,2017-09-15,WEBMD HEALTH CORP,WBMD
115404,P,LC,86721,16406,1999-02-11,2009-10-23,WEBMD HEALTH CORP,WBMD
115566,P,LC,86437,16308,1998-11-05,2009-11-06,UCBH HOLDINGS INC,UCBHQ
115872,P,LU,86401,34907,1998-11-11,2005-03-31,FOX ENTERTAINMENT GROUP INC,FOX.3
115873,P,LU,86411,34918,1998-11-11,2004-07-30,MONY GROUP INC,MNY.4
115876,P,LU,86432,16313,1998-11-12,E,PROSPERITY BANCSHARES INC,PB
116004,P,LC,79788,12586,1993-11-17,2010-04-01,ALLIED CAPITAL CORP,ALD.1
116104,C,LC,91302,50841,2011-03-01,2011-03-04,J CREW GROUP INC,0190A
116104,P,LC,91302,50841,2006-06-28,2011-02-28,J CREW GROUP INC,0190A
116144,P,LC,67563,6458,1998-11-01,2002-11-06,GOLDEN STATE BANCORP INC,GSB.2
116144,C,LC,67563,6458,1998-09-30,1998-10-31,GOLDEN STATE BANCORP INC,GSB.2
116395,C,LC,86542,16329,1998-12-03,2003-01-17,TICKETMASTER ENTERTNMNT INC,TKTM
116503,P,LU,86534,16331,1998-12-04,E,P F CHANGS CHINA BISTRO INC,PFCB
116504,P,LC,86489,16332,1998-12-04,E,SLEEP NUMBER CORP,SNBRQ
116526,P,LC,86496,16338,1999-01-04,2011-04-29,CONEXANT SYSTEMS INC,CNXT.1
116609,P,LU,86445,34950,1998-12-10,2001-02-28,INFINITY BROADCASTING CORP,INF.3
116772,P,LC,86544,16347,1998-12-15,2023-11-30,AVANTAX INC,AVTA
116787,P,LC,86525,16349,1998-12-16,2014-12-04,CONCUR TECHNOLOGIES INC,CNQR
116857,P,LU,86447,34953,1999-01-04,2005-06-30,CAESARS ENTERTAINMENT -OLD,CZR.2
117161,P,LC,86582,16374,1999-01-08,2022-02-28,STERLING BANCORP,STL
117768,P,LU,86580,16382,1999-01-22,E,NVIDIA CORP,NVDA
117861,P,LU,86547,34964,1999-01-29,E,DAUCH CORP,DCH
117902,P,LC,86560,34977,1999-01-29,2023-05-16,AUDACY INC,AUDAQ
118003,P,LC,86602,35003,1999-02-02,2009-11-03,PEROT SYSTEMS CORP,PER.1
118042,P,LU,86719,16402,1999-02-08,E,EAST WEST BANCORP INC,EWBC
118081,P,LC,86709,16397,1999-02-04,2017-08-31,ALBANY MOLECULAR RESH INC,AMRI
118121,P,LC,86715,16398,1999-02-05,2015-02-13,CORINTHIAN COLLEGES INC,COCOQ
118122,P,LC,86591,34988,1999-02-05,2005-10-10,APTIV PLC,APTV
118223,P,LU,86717,16410,1999-02-12,2022-05-31,BOTTOMLINE TECHNOLOGIES INC,EPAY
118267,P,LU,86594,2572,1999-02-11,E,KORN FERRY,KFY
118284,P,LC,89837,44384,2003-09-03,2003-12-19,UNITED PAN-EUROPE COMMNS NV,UGCE.1
118304,P,LC,87598,17935,2003-02-18,2007-11-16,DOBSON COMMUNICATIONS CORP,DCEL.1
118304,P,LC,87598,17935,2000-02-04,2002-10-28,DOBSON COMMUNICATIONS CORP,DCEL.1
118321,P,LC,86735,16412,1999-02-12,2006-03-10,SERENA SOFTWARE INC,SRNA.1
118445,P,LU,86739,16418,1999-02-19,2009-07-31,VIGNETTE CORP,VIGN
118502,P,LU,86720,16422,1999-02-23,2017-04-28,CEB INC,CEB
118577,P,LC,86725,16425,1999-02-26,2014-02-03,LIFE TECHNOLOGIES CORP,LIFE.3
118795,P,LC,86759,35017,1999-03-05,2015-01-07,QUICKSILVER RESOURCES INC,KWKAQ
119216,P,LC,86789,16446,1999-04-05,2010-05-14,VARIAN INC,VARI
119217,P,LC,86791,16444,1999-04-05,2011-11-09,VARIAN SEMICONDUCTOR EQUIPMT,VSEA
119275,P,LU,86778,16455,1999-03-30,E,MKS INC,MKSI
119314,P,LC,86783,16454,1999-03-30,E,BOOKING HOLDINGS INC,BKNG
119316,P,LU,86810,35037,1999-04-08,E,TREX CO INC,TREX
119414,P,LU,86820,16457,1999-04-01,E,CAPITOL FEDERAL FINL INC,CFFN
119417,P,LC,86756,35014,1999-03-31,2010-02-26,PEPSI BOTTLING GROUP INC,PBG
119574,P,LU,86822,16466,1999-04-09,E,EXTREME NETWORKS INC,EXTR
119714,P,LC,86819,16488,1999-04-23,E,ATLANTICUS HOLDINGS CORP,ATLC
119753,P,LC,86813,16479,1999-04-16,2005-08-31,ACCREDO HEALTH INC,ACDO
119756,P,LC,86809,35035,1999-04-16,2016-03-07,STANCORP FINANCIAL GROUP INC,SFG
120093,P,LC,86799,35026,1999-04-30,E,CNX RESOURCES CORP,CNX
120134,P,LC,86830,16496,1999-04-29,2015-08-06,INFORMATICA CORP,INFA.1
120178,P,LU,86927,16500,1999-05-03,2001-05-31,VOICESTREAM WIRELESS CORP,VSTR.
120297,P,LC,86899,16517,1999-05-12,2018-11-30,LIFEPOINT HEALTH INC,LPNT
120300,P,LU,86913,16513,1999-05-06,2005-06-28,PORTAL SOFTWARE INC,PRSF.
120301,P,LC,88372,16512,2000-07-01,E,URBAN ONE INC,UONEK
120301,J,LC,88372,16512,2000-06-07,2000-06-30,URBAN ONE INC,UONEK
120302,P,LU,86923,16515,1999-05-12,2007-07-31,TRIAD HOSPITALS INC,TRI.Z
120359,P,LC,86926,16525,1999-05-12,2014-10-31,TW TELECOM INC,TWTC
120444,P,LU,86876,35057,1999-05-12,E,WESCO INTL INC,WCC
120458,P,LC,12835,53804,2011-06-17,2017-11-30,BANKRATE INC,RATE.1
120595,P,LC,86914,16533,1999-05-18,2004-01-02,REDBACK NETWORKS INC,RBAK
120774,P,LC,86881,16546,1999-05-25,2017-11-16,BROCADE COMMUNICATIONS SYS,BRCD
120839,P,LU,86897,16553,1999-05-27,2004-10-29,INET TECHNOLOGIES INC,INET.1
120877,P,LC,86946,35164,1999-06-15,2017-07-31,REYNOLDS AMERICAN INC,RAI
121077,P,LU,86964,16561,1999-06-04,E,F5 INC,FFIV
121142,P,LU,86949,35167,1999-06-09,E,SKECHERS U S A INC,SKX
121257,P,LC,86990,16581,1999-06-11,E,GREAT ELM GROUP INC,GEG
121382,P,LU,86996,16584,1999-06-16,E,SBA COMMUNICATIONS CORP,SBAC
121436,P,LU,86968,16591,1999-06-18,2003-10-31,OVERTURE SERVICES INC,OVER
121440,P,LU,87006,16587,1999-06-17,E,UNITED THERAPEUTICS CORP,UTHR
121493,P,LC,87013,16603,1999-06-23,E,ARIBA INC,ARBA
121513,N,LX,86950,35168,1999-06-23,2001-11-30,TD WATERHOUSE GROUP INC,TWE
121513,P,LU,86950,35168,1999-06-23,2001-11-30,TD WATERHOUSE GROUP INC,TWE
121613,P,LC,86969,16601,1999-06-23,2004-02-27,GLOBESPANVIRATA INC,GSPN.
121656,P,LC,86958,16605,1999-06-24,2010-07-30,CYBERSOURCE CORP,CYBS
121673,P,LU,87000,16612,1999-06-25,2021-10-29,STAMPS.COM INC,STMP
121718,P,LU,86979,16614,1999-06-25,2025-07-31,JUNIPER NETWORKS INC,JNPR
121754,P,LC,87103,16628,1999-07-01,2004-10-18,COMMERCE ONE INC,CMRCQ
121816,P,LC,87020,16624,1999-06-30,2017-06-22,PRIVATEBANCORP INC,PVTB
121834,P,LC,87100,16632,1999-07-01,2005-07-29,ASK JEEVES INC,ASKJ
121844,P,LC,87049,35189,1999-07-30,2007-02-06,YANKEE HOLDING CORP,0040A
121934,P,LC,87054,16643,1999-07-09,2011-08-31,PETROHAWK ENERGY CORP,BHP1
122015,P,LC,87070,16646,1999-07-13,2015-10-30,HUDSON CITY BANCORP INC,HCBK
122061,P,LC,87092,16648,1999-07-14,2014-12-05,TIBCO SOFTWARE INC,TIBX
122077,P,LU,87065,16651,1999-07-15,2001-04-30,EFFICIENT NETWORKS INC,EFNT
122096,P,LU,87110,35201,1999-07-21,2005-12-30,INSIGHT COMMUNICATIONS CO,1215B
122159,P,LC,87099,35190,1999-07-21,2011-01-05,ART TECHNOLOGY GROUP INC,ARTG
122172,P,LC,87075,16665,1999-07-23,E,ZIFF DAVIS INC,ZD
122175,P,LC,87084,16687,2007-12-26,E,VIRNETX HOLDING CORP,VHC
122175,P,LC,87084,16687,1999-07-30,2001-10-08,VIRNETX HOLDING CORP,VHC
122255,P,LC,87078,16666,1999-07-23,2008-10-12,ALLSCRIPTS HLTHCR SOLTNS-OLD,MDRX.1
122257,P,LU,87056,16668,1999-07-23,E,BIOMARIN PHARMACEUTICAL INC,BMRN
122357,P,LU,87111,16673,1999-07-30,2003-01-16,LIBERATE TECHNOLOGIES,LBTE
122357,C,LU,87111,16673,1999-07-28,1999-07-29,LIBERATE TECHNOLOGIES,LBTE
122380,P,LU,87034,35177,1999-07-29,E,LENNOX INTERNATIONAL INC,LII
122394,P,LU,87086,16678,1999-07-29,E,PERFICIENT INC,PRFT
122436,P,LC,87081,16685,1999-07-30,2006-06-30,NETIQ CORP,NTIQ
122536,P,LC,87167,16702,1999-08-05,2018-04-30,ACTUA CORP,ACTA
122674,P,LC,87165,16701,1999-08-05,2014-11-28,MOVE INC,MOVE.1
122841,P,LC,87184,16753,1999-08-11,2019-07-31,RED HAT INC,RHT
122902,P,LU,87179,16758,1999-08-12,E,NETSCOUT SYSTEMS INC,NTCT
122921,P,LC,87182,16762,1999-08-13,E,QUEST SOFTWARE INC,QSFT
123094,P,LU,87153,16864,1999-08-20,2007-07-31,AGILE SOFTWARE CORP,AGIL.1
123097,P,LU,87140,35227,1999-08-19,2011-06-30,LABRANCHE & CO INC,LAB.1
123138,P,LU,87249,17116,1999-09-14,2002-10-21,PURCHASEPRO.COM,PROE
123500,P,LC,89884,44522,2003-10-03,2005-08-05,SPECTRASITE INC,SSI.2
123500,P,LC,87252,16918,1999-09-03,2002-11-25,SPECTRASITE INC,SSI.2
123995,P,LC,87228,17127,1999-09-22,2005-09-29,E.PIPHANY INC,EPNY
124198,P,LC,87261,17147,1999-09-24,2016-07-05,UNITED ONLINE INC,UNTD
124314,P,LU,87248,17150,1999-09-28,2005-02-28,AIRGATE PCS INC,PCSA.1
124319,P,LC,87229,17151,1999-09-28,2008-12-31,FOUNDRY NETWORKS INC,FDRY
124321,P,LC,87233,17165,1999-09-30,2008-02-28,GOLDEN TELECOM INC,GLDN.1
124361,P,LU,87254,17156,1999-09-29,2005-12-30,SPINNAKER EXPLORATION CO,SKE.2
124394,P,LU,87255,17161,1999-09-30,2016-09-30,TIVO INC,TIVO.1
124434,P,LC,87267,36336,1999-10-01,E,BLACKROCK INC,BLK
124441,P,LC,87295,36360,1999-10-01,2002-02-28,WILTEL COMMUNICATIONS GROUP,WTEL
124442,P,LC,87357,17177,1999-10-05,2008-07-29,XM SATELLITE RADIO HLDGS INC,XMSR
124614,P,LU,87284,36351,1999-10-07,2003-11-28,NEUBERGER BERMAN INC,NEU.
124677,P,LU,87326,17193,1999-10-08,2001-12-31,ILLUMINET HOLDINGS INC,ILUM.1
124678,P,LC,87327,17191,1999-10-08,2009-03-16,INTERWOVEN INC,IWOV
125240,P,LC,87356,17205,1999-10-19,E,TKO GROUP HOLDINGS INC,TKO
125315,P,LC,87298,17213,1999-10-21,2009-01-12,NEXCEN BRANDS INC,NEXC
125360,P,LC,87343,17216,1999-10-22,2016-11-30,SYCAMORE NETWORKS INC,SCMR
125533,P,LC,87292,36357,1999-11-05,2010-11-16,PACTIV CORP,PTV
125583,P,LU,87349,17296,1999-10-28,2008-02-29,SUNCOM WIRELESS HOLDINGS INC,TPC.2
125595,P,LC,87299,17300,1999-10-29,E,AKAMAI TECHNOLOGIES INC,AKAM
125604,P,LC,87337,17303,1999-10-29,E,PLUG POWER INC,PLUG
125794,P,LC,13704,54278,2012-12-10,E,NEOGENOMICS INC,NEO
126056,P,LC,87430,17314,1999-11-05,E,KRATOS DEFENSE & SECURITY,KTOS
126136,P,LC,87378,17322,1999-11-09,2009-04-06,CHARTER COMMUNICATIONS INC,CHTR
126136,P,LC,12308,17322,2010-09-14,E,CHARTER COMMUNICATIONS INC,CHTR
126295,P,LU,87450,17337,1999-11-11,2003-11-28,EDISON SCHOOLS INC,EDSN
126296,P,LC,90808,47013,2005-07-29,E,EXPEDIA GROUP INC,EXPE
126296,P,LC,87388,17323,1999-11-10,2003-08-08,EXPEDIA GROUP INC,EXPE
126322,P,LC,87419,17336,1999-11-11,2010-07-30,SONICWALL INC,SNWL
126417,P,LC,87390,17342,1999-11-12,2019-09-30,FINISAR CORP,FNSR
126423,P,LC,90377,7317,2019-10-28,E,ONTO INNOVATION INC,ONTO
126554,P,LC,87432,36364,1999-11-18,E,AGILENT TECHNOLOGIES INC,A
126599,P,LC,87412,17397,1999-11-18,2005-04-29,RETEK INC,RETK
126720,P,LU,87423,17416,1999-11-23,2002-02-28,TELECORP PCS INC  -CL A,TLCP.1
126721,P,LU,87445,36380,1999-11-30,E,TELEDYNE TECHNOLOGIES INC,TDY
127377,P,LC,87487,17502,1999-12-10,E,BGC GROUP INC,BGC
127384,P,LU,87513,17498,1999-12-10,2004-08-31,TULARIK INC,TLRK
127439,P,LC,87492,17517,1999-12-14,E,CATALYST HEALTH SOLUTIONS,CHSI
127480,P,LU,87465,36558,1999-12-16,2005-02-28,INFONET SERVICES CORP,IN.2
128659,P,LC,87536,36612,2000-01-27,2004-04-28,HANCOCK JOHN FINL SVCS INC,JHF
128663,P,LC,87632,17905,2000-02-29,2016-09-30,SEQUENOM INC,SQNM
128663,C,LC,87632,17905,2000-02-01,2000-02-28,SEQUENOM INC,SQNM
128978,P,LC,87541,23511,2000-01-28,E,PACKAGING CORP OF AMERICA,PKG
129418,P,LC,87585,17927,2000-02-03,2006-02-01,ALAMOSA HOLDINGS INC,APCS
129442,P,LC,87618,17931,2000-02-04,2011-03-04,MEDIACOM COMMUNICATIONS CORP,MCCC
129467,P,LC,87588,17934,2000-02-04,2009-04-30,AVANEX CORP,AVNX
130049,P,LC,87644,17969,2000-02-11,2007-06-01,WEBMETHODS INC,WEBM.
130305,P,LC,87633,17986,2000-02-15,2011-07-29,SAVVIS INC,SVVS
130762,P,LC,87612,18314,2000-02-25,2017-02-28,INTERSIL CORP  -CL A,ISIL
130766,P,LC,87623,18305,2000-02-23,2006-06-30,NEXTEL PARTNERS INC,NXTP.1
131425,P,LC,87627,18312,2000-02-25,2003-06-20,HOTELS.COM,ROOM.
132361,P,LC,87587,18327,2000-02-29,2007-08-10,AQUANTIVE INC,AQNT
132405,P,LC,87793,18330,2000-03-01,2006-05-31,MATRIXONE INC,MONE.1
132502,P,LC,87800,18342,2000-03-02,2010-07-02,PALM INC,PALM
132518,P,LC,87752,18350,2000-03-03,2014-01-31,ASIAINFO-LINKAGE INC,ASIA.1
132525,P,LC,87825,18348,2000-03-03,E,UTSTARCOM HOLDINGS CORP,UTSI
133049,P,LC,87823,18436,2000-03-17,2004-09-01,UAGH INC,5069B
133170,P,LC,87660,36955,2000-03-21,2008-04-21,GRANT PRIDECO INC,GRP.
133246,P,LC,87785,18456,2000-03-24,2014-09-30,INTERMUNE INC,ITMN
133288,P,LC,87812,18455,2000-03-24,E,SILICON LABORATORIES INC,SLAB
133366,P,LC,87657,36952,2000-04-03,E,EDWARDS LIFESCIENCES CORP,EW
133367,P,LC,87659,36954,2000-04-04,E,EDGEWELL PERSONAL CARE CO,EPC
133547,P,LC,88207,37389,2000-03-31,2014-12-09,CONVERSANT INC,CNVR
133726,P,LC,88152,37148,2000-04-04,2022-07-29,CMC MATERIALS INC,CCMP
133731,P,LC,88199,37191,2000-04-07,2007-08-02,TANOX INC,TNOX
133767,P,LC,88172,37166,2000-04-05,2016-07-27,KRISPY KREME INC,DNUT
133768,P,LC,87842,37138,2000-04-05,E,METLIFE INC,MET
133769,P,LC,88202,37194,2009-11-25,2010-12-03,ULTICOM INC,ULCM
133769,P,LC,88202,37194,2000-04-05,2007-01-30,ULTICOM INC,ULCM
133869,P,LC,88174,37168,2000-04-07,E,LIVEPERSON INC,LPSN
133885,P,LC,88159,37154,2000-04-11,E,EXELIXIS INC,EXEL
134164,P,LC,88478,37967,2000-07-28,2007-05-25,WEBEX COMMUNICATIONS INC,WEBX.1
134384,P,LC,88646,39175,2000-09-29,E,STEC INC,STEC.1
134452,P,LC,88198,37190,2000-04-28,2005-08-25,SEEBEYOND TECHNOLOGY CORP,SBYN
134845,P,LC,89001,41670,2001-07-09,2004-10-26,AT&T WIRELESS SERVICES INC,AWE.2
134932,P,LC,88182,37176,2000-04-28,E,ON SEMICONDUCTOR CORP,ON
135044,P,LC,88260,37524,2000-05-19,E,PIXELWORKS INC,PXLW
135484,P,LC,23887,925,2000-08-31,2020-04-23,FRONTIER COMMUNIC PARENT INC,FYBR
135484,P,LC,21297,58293,2021-05-04,E,FRONTIER COMMUNIC PARENT INC,FYBR
135708,P,LC,88254,37519,2000-05-18,2004-03-31,NEW FOCUS INC,NUFO
135805,P,LC,88575,38470,2000-08-04,2010-11-30,MICROTUNE INC,TUNE.1
135865,P,LC,88430,37925,2000-07-28,2007-01-31,BROADWING CORP,BWNG
135914,P,LC,88364,37734,2000-06-01,2002-06-21,ONI SYSTEMS CORP,ONIS
135945,P,LC,88248,37512,2000-05-24,2008-10-31,CENTILLIUM COMMUNICATIONS,CTLM
135965,P,LC,88264,37528,2000-05-25,E,RIBBON COMMUNICATIONS INC,RBBN
135969,P,LC,88237,37502,2000-05-24,2007-08-20,UNIVERSAL COMPRESSION HLDGS,UCO.1
135990,P,LC,90071,37496,2004-03-25,E,NRG ENERGY INC,NRG
135990,P,LC,88232,37496,2000-05-31,2002-06-03,NRG ENERGY INC,NRG
136009,P,LC,88235,37498,2000-05-26,2002-10-30,PURE RESOURCES INC,PRS.3
136186,P,LC,88351,37726,2000-06-01,E,INSMED INC,INSM
136264,P,LC,88342,37717,2000-06-02,2004-09-30,EXULT INC,EXLT
136265,P,LC,88343,37718,2000-06-06,2023-11-30,BANC OF CALIFORNIA INC,BANC
136648,P,LC,88319,37682,2011-01-10,E,VISTEON CORP,VC
136648,P,LC,88319,37682,2000-06-29,2009-03-05,VISTEON CORP,VC
136725,P,LC,88352,37727,2000-06-13,E,INTUITIVE SURGICAL INC,ISRG
136804,P,LC,88331,37706,2000-06-21,2016-11-30,CEPHEID INC,CPHD
136884,P,LC,88335,37710,2000-06-16,2015-06-30,DENDREON CORP,DNDNQ
137067,P,LC,88347,37723,2000-06-21,2003-10-28,HANDSPRING INC,HAND
137131,P,LC,88281,37660,2000-06-23,E,CHARLES RIVER LABS INTL INC,CRL
137232,P,LC,88313,37678,2000-06-26,2017-05-26,JANUS CAPITAL GROUP INC,JNS
137310,P,LC,88360,37731,2000-06-27,E,MARVELL TECHNOLOGY INC,MRVL
137373,C,LC,88332,37707,2000-06-29,2023-10-04,CAPSTONE ENERGY INC,CEPL
137436,P,LC,88378,37745,2000-06-30,2003-08-15,STORAGENETWORKS INC,3STOR
137573,P,LC,88439,37932,2000-07-11,E,ENTEGRIS INC,ENTG
137602,P,LC,88417,37913,2000-07-11,E,AXCELIS TECHNOLOGIES INC,ACLS
137609,N,LX,16939,56071,2017-10-10,2023-05-31,MAXAR TECHNOLOGIES INC,MAXR
137609,P,LC,16939,56071,2017-10-10,2023-05-31,MAXAR TECHNOLOGIES INC,MAXR
137611,P,LC,19675,37957,2000-07-12,2018-05-31,SOHU COM LIMITED,SOHU
137704,P,LC,88458,37949,2000-07-14,2016-01-29,OMNIVISION TECHNOLOGIES INC,OVTI
137943,P,LC,88485,38389,2000-08-02,E,ENTRAVISION COMMUNICATIONS,EVC
138122,P,LC,88421,37917,2000-07-28,2022-03-31,ARENA PHARMACEUTICALS INC,ARNA
138123,P,LC,88434,37929,2000-07-27,2006-09-12,DISCOVERY PARTNERS INTL INC,DPII
138201,P,LC,88423,37919,2000-07-28,2009-07-31,SOAPSTONE NETWORKS INC,SOAP
138205,P,LC,88446,37938,2000-07-28,E,ILLUMINA INC,ILMN
138404,P,LC,88578,38472,2000-08-03,2005-09-13,VICURON PHARMACEUTICALS INC,MICU
138483,P,LC,88504,38406,2000-08-04,E,BRUKER CORP,BRKR
138607,P,LC,88911,38440,2001-02-08,2007-01-29,MCDATA CORP  -CL A,MCDTA
138607,N,LC,88543,38440,2001-02-08,2007-01-29,MCDATA CORP  -CL A,MCDTA
138607,C,LC,88543,38440,2001-02-01,2001-02-07,MCDATA CORP  -CL A,MCDTA
138607,P,LC,88543,38440,2000-08-09,2001-01-31,MCDATA CORP  -CL A,MCDTA
138608,P,LC,88545,38442,2000-08-08,2020-01-31,MEDICINES CO (THE),MDCO
138741,P,LC,88499,38401,2000-08-11,2011-06-17,AMERICAN MEDICAL SYSTMS HLDS,AMMD
138743,P,LC,89617,38419,2002-12-31,E,EQUINIX INC,EQIX
138843,P,LC,88539,38437,2000-08-15,2006-06-30,LEXAR MEDIA INC,LEXR
139025,P,LC,89395,43147,2002-05-28,E,PINNACLE FINL PARTNERS INC,PNFP
139662,P,LC,88587,39130,2000-10-02,2007-10-25,AVAYA INC,5933B
139665,P,LC,48506,20610,2000-10-03,E,MOODY'S CORP,MCO
139804,P,LC,88648,39177,2000-09-21,E,TTM TECHNOLOGIES INC,TTMI
139985,P,LC,88622,39155,2000-09-26,2005-06-15,COSINE COMMUNICATIONS INC,COSN
140030,P,LC,88739,40210,2000-10-04,2014-12-22,OPLINK COMMUNICATIONS INC,OPLK
140033,P,LC,91071,50187,2006-01-11,2010-12-05,GENON ENERGY INC,GEN.3
140033,P,LC,88992,41582,2010-12-06,2012-12-31,GENON ENERGY INC,GEN.3
140033,P,LC,88601,39144,2001-01-22,2003-07-14,GENON ENERGY INC,GEN.3
140073,P,LC,88615,39150,2000-09-29,E,INTEGER HOLDINGS CORP,ITGR
140541,P,LC,88661,40143,2000-10-05,E,TAPESTRY INC,TPR
140569,P,LC,88748,40218,2000-10-11,2008-08-18,W-H ENERGY SERVICES INC,WHQA
140759,P,LC,88750,40220,2000-10-18,2017-04-18,IXIA,XXIA
140760,P,LC,88668,40148,2000-10-18,2018-06-29,MONSANTO CO,MON.1
140800,P,LC,88682,40159,2000-10-20,2004-06-30,WESTPORT RESOURCES CORP,WRC.1
140902,P,LC,89685,43910,2003-02-28,2014-09-24,NII HOLDINGS INC,NIHD
140904,P,LC,88799,40989,2000-11-02,2011-08-23,EVERGREEN SOLAR INC,ESLRQ
140977,P,LC,88992,41582,2001-05-01,2010-12-05,RRI ENERGY INC,RRI.3
140988,P,LC,14521,54772,2014-03-27,E,TRINET GROUP INC,TNET
141044,P,LC,88813,41001,2000-11-07,2009-01-30,TRANSMETA CORP,TMTA
141057,P,LC,88804,40994,2000-11-10,2001-12-31,LUMINENT INC,LMNE
141138,P,LC,88819,41006,2000-11-14,2002-02-19,ORION POWER HOLDINGS INC,RRI1
141197,P,LC,88790,40981,2000-11-17,2019-07-31,ARRAY BIOPHARMA INC,ARRY.1
141277,P,LC,88863,41157,2001-01-31,E,EXACT SCIENCES CORP,EXAS
141321,P,LC,88821,41008,2000-12-12,2006-05-18,SYBRON DENTAL SPECIALTIES,SYD.1
141382,P,LC,88972,41465,2001-04-05,2005-02-24,SELECT MEDICAL CORP,SEM.4
141384,P,LC,88860,41154,2001-01-26,E,ALIGN TECHNOLOGY INC,ALGN
141390,P,LC,89375,43020,2002-04-12,2003-08-29,RIBAPHARM INC,RNA.1
141400,P,LC,26382,20745,2000-12-01,2011-06-01,MASSEY ENERGY CO,MEE
141460,P,LC,88949,41391,2001-03-07,2023-12-29,SEAGEN INC,SGEN
141845,P,LC,89400,41358,2005-02-01,2005-05-27,AGERE SYSTEMS INC,AGR.3
141845,J,LC,89400,41358,2002-06-03,2005-01-31,AGERE SYSTEMS INC,AGR.3
141845,P,LC,88917,41358,2005-05-31,2007-03-30,AGERE SYSTEMS INC,AGR.3
141845,J,LC,88917,41358,2005-02-01,2005-05-30,AGERE SYSTEMS INC,AGR.3
141845,P,LC,88917,41358,2001-03-28,2005-01-31,AGERE SYSTEMS INC,AGR.3
141846,P,LC,90177,45190,2004-05-27,E,ACADIA PHARMACEUTICALS INC,ACAD
141913,P,LC,88873,41168,2001-02-01,E,GLOBAL PAYMENTS INC,GPN
